id,classificacao_da_ocorrencia,dt_da_ocorrencia,municipio,uf,regiao,fabricante,modelo
659,Incidente Grave,2010-02-11,,BA,Nordeste,BELL HELICOPTER,206B
658,Ocorrência Anormal,2010-02-11,,SP,Sudeste,AIRBUS S.A.S.,A320-232
657,Acidente,2010-02-10,,SP,Sudeste,EUROCOPTER FRANCE,AS 350 BA
656,Ocorrência Anormal,2010-02-10,,SP,Sudeste,AIRBUS S.A.S.,A320-232
655,Ocorrência Anormal,2010-02-10,,SP,Sudeste,AIRBUS S.A.S.,A330-203
654,Ocorrência Anormal,2010-02-10,,RJ,Sudeste,XAVANTE,A-122-B
653,Incidente,2010-02-09,,BA,Nordeste,BOEING COMPANY,737-7EH
389,Incidente,2015-08-06,UBERLÂNDIA,MG,Sudeste,EMBRAER,ERJ 190-100 IGW
388,Incidente,2015-08-06,ILHÉUS,BA,Nordeste,PARADISE INDÚSTRIA AERONÁUTICA LTDA,PARADISE P4
387,Acidente,2015-11-29,SÃO VICENTE DO SUL,RS,Sul,NEIVA,EMB-201A
386,Incidente,2015-12-02,JUNDIAÍ,SP,Sudeste,ANDRE ALEXANDRE FERDINAND DE REYNIER,SEAWIND
385,Incidente,2015-12-02,PALMAS,TO,Norte,AIRBUS S.A.S.,A320-232
384,Incidente,2015-11-29,SÃO PAULO,SP,Sudeste,CESSNA AIRCRAFT,208B
383,Acidente,2015-08-06,GOIÂNIA,GO,Centro-Oeste,AERO BOERO,AB-115
383,Acidente,2015-08-06,GOIÂNIA,GO,Centro-Oeste,AERO BOERO,AB-115
382,Incidente,2015-08-06,SANTARÉM,PA,Norte,BEECH AIRCRAFT,A36
381,Acidente,2014-11-21,SANTA ISABEL DO IVAÍ,PR,Sul,NEIVA,EMB-201
380,Incidente,2015-08-09,CURITIBA,PR,Sul,AEROSPATIALE AND ALENIA,ATR-72-212A
379,Ocorrência Anormal,2015-08-05,SÃO PAULO,SP,Sudeste,NEIVA,EMB-711ST
378,Acidente,2015-08-01,ARACAJU,SE,Nordeste,CESSNA AIRCRAFT,182P
377,Incidente,2015-07-27,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,PIPER AIRCRAFT,PA-32R-301T
376,Ocorrência Anormal,2015-07-30,SALVADOR,BA,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
375,Incidente,2015-07-28,SÃO PAULO,SP,Sudeste,DIAMOND AIRCRAFT,DA20-C1
374,Incidente,2015-07-28,CAMPO GRANDE,MS,Centro-Oeste,PIPER AIRCRAFT,PA-28R-200
152,Incidente,2015-02-26,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-200 LR
151,Incidente Grave,2015-02-16,UBERLÂNDIA,MG,Sudeste,AERO BOERO,AB-115
150,Ocorrência Anormal,2015-02-21,JUAZEIRO DO NORTE,CE,Nordeste,FOKKER,F28MK0100
149,Ocorrência Anormal,2015-02-10,CAMPOS DOS GOYTACAS,RJ,Sudeste,EUROCOPTER FRANCE,EC 225 LP
146,Incidente,2015-02-21,MANAUS,AM,Norte,EMBRAER,ERJ 190-200 IGW
641,Incidente,2010-01-23,,Indeterminado,,,
148,Incidente,2015-02-12,FLORIANÓPOLIS,SC,Sul,EMBRAER,EMB-505
145,Incidente,2015-02-22,GUARULHOS,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
147,Acidente,2015-02-21,ITAPIRA,SP,Sudeste,CIA AERONAUTICA PAULISTA,CAP-4
144,Ocorrência Anormal,2015-02-18,CONFINS,MG,Sudeste,EMBRAER,ERJ 190-100 IGW
143,Ocorrência Anormal,2015-02-24,BELO HORIZONTE,MG,Sudeste,CESSNA AIRCRAFT,510
142,Ocorrência de Solo,2015-02-24,PONTA PORÃ,MS,Centro-Oeste,RAYTHEON AIRCRAFT,A36
141,Incidente,2015-02-24,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A319-132
140,Ocorrência Anormal,2015-02-18,RIO DE JANEIRO,RJ,Sudeste,EMBRAER,ERJ 190-200 IGW
26603,Ocorrência de Solo,2020-11-12,CAMPINAS,SP,Sudeste,AIRBUS S.A.S.,A320-251N
26604,Incidente,2021-01-04,CONFINS,MG,Sudeste,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A
26923,Acidente,2021-02-02,SÃO FÉLIX DO XINGU,PA,Norte,CESSNA AIRCRAFT,U206F
26924,Acidente,2021-01-31,OURILÂNDIA DO NORTE,PA,Norte,CESSNA AIRCRAFT,T188C
26923,Acidente,2021-02-02,SÃO FÉLIX DO XINGU,PA,Norte,CESSNA AIRCRAFT,U206F
26983,Incidente,2021-02-04,BRASÍLIA,DF,Centro-Oeste,AIRBUS S.A.S.,A320-214
26984,Incidente,2021-02-02,RIBEIRÃO PRETO,SP,Sudeste,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (500)
652,Incidente,2010-02-07,,SP,Sudeste,AERO BOERO,AB-115
651,Acidente,2010-02-06,,RJ,Sudeste,,RV-9
26985,Incidente,2021-02-05,FLORIANÓPOLIS,SC,Sul,BOEING COMPANY,727-2M7
26986,Incidente,2021-02-07,GUARULHOS,SP,Sudeste,BOEING COMPANY,777-32WER
26987,Incidente,2021-02-02,CAMPINAS,SP,Sudeste,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A
650,Acidente,2010-02-06,,GO,Centro-Oeste,CESSNA AIRCRAFT,A188B
27023,Incidente,2021-02-06,ALEGRETE,RS,Sul,AIR TRACTOR,AT-402A
27024,Incidente,2021-02-06,NAVEGANTES,SC,Sul,PIPER AIRCRAFT,PA-34-220T
649,Ocorrência Anormal,2010-02-06,,PR,Sul,AIRBUS S.A.S.,A320-232
648,Ocorrência Anormal,2010-02-06,,DF,Centro-Oeste,AIRBUS S.A.S.,A320-214
639,Ocorrência Anormal,2010-02-04,,PA,Norte,AIRBUS S.A.S.,A320-232
630,Ocorrência Anormal,2010-01-31,,PR,Sul,AIRBUS S.A.S.,A320-214
628,Ocorrência Anormal,2010-01-31,,RJ,Sudeste,AIRBUS S.A.S.,A319-132
647,Ocorrência de Solo,2010-02-06,,SP,Sudeste,BOEING COMPANY,737-76N
646,Ocorrência Anormal,2010-02-05,,SP,Sudeste,AIRBUS S.A.S.,A320-232
645,Incidente,2010-02-05,,MG,Sudeste,BEECH AIRCRAFT,C90
644,Ocorrência Anormal,2010-02-05,,GO,Centro-Oeste,AIRBUS S.A.S.,A320-214
643,Incidente,2010-02-05,,PR,Sul,AIRBUS S.A.S.,A319-132
642,Incidente,2010-05-23,,DF,Centro-Oeste,FOKKER,F28MK0100
640,Incidente,2010-02-05,,MA,Nordeste,AIRBUS S.A.S.,A320-232
638,Acidente,2010-02-04,,SC,Sul,AERO BOERO,AB-115
637,Incidente,2010-02-03,,PR,Sul,CESSNA AIRCRAFT,A188B
636,Ocorrência Anormal,2010-02-03,,SP,Sudeste,EMBRAER,ERJ 190-100 IGW
635,Ocorrência Anormal,2010-02-02,,SP,Sudeste,AIRBUS S.A.S.,A330-203
634,Ocorrência Anormal,2010-02-02,,SP,Sudeste,AIRBUS S.A.S.,A319-112
633,Ocorrência Anormal,2010-02-01,,SP,Sudeste,AIRBUS S.A.S.,A320-232
632,Ocorrência Anormal,2010-02-01,,CE,Nordeste,AIRBUS S.A.S.,A320-214
631,Incidente,2010-01-31,,BA,Nordeste,EMBRAER,EMB-820C NAVAJO
626,Incidente,2010-01-31,,DF,Centro-Oeste,BOEING COMPANY,737-8EH
627,Ocorrência Anormal,2010-01-31,,RJ,Sudeste,EUROCOPTER FRANCE,EC 120 B
625,Ocorrência Anormal,2010-01-31,,SP,Sudeste,AIRBUS S.A.S.,A320-232
373,Ocorrência Anormal,2015-07-20,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,EMBRAER,EMB-500
372,Ocorrência Anormal,2015-07-23,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-200 IGW
371,Ocorrência Anormal,2015-08-02,LONDRINA,PR,Sul,CESSNA AIRCRAFT,150J
369,Acidente,2015-07-25,PONTA GROSSA,PR,Sul,KAPPA 77,KP-2U-SOVA
370,Acidente,2015-07-24,IBATÉ,SP,Sudeste,ALBERTO BENEDITO PAULO IRALAH,EXPLORER
368,Acidente,2015-07-25,CRUZ ALTA,RS,Sul,NEIVA,56-C
367,Incidente,2015-07-06,VILHENA,RO,Norte,MITSUBISHI,MU-2B-60
365,Acidente,2015-07-23,BRAGANÇA PAULISTA,SP,Sudeste,SELMO CERRATO,PARADISE
365,Acidente,2015-07-23,BRAGANÇA PAULISTA,SP,Sudeste,SELMO CERRATO,PARADISE
366,Acidente,2015-07-23,MANAUS,AM,Norte,CESSNA AIRCRAFT,208 ANFIBIO
364,Acidente,2015-07-20,RIO VERDE,GO,Centro-Oeste,CESSNA AIRCRAFT,210D
363,Ocorrência Anormal,2015-07-24,BELO HORIZONTE,MG,Sudeste,NEIVA,EMB-810D
362,Incidente,2015-07-22,COARI,AM,Norte,EMBRAER,EMB-810C
361,Acidente,2015-07-21,LONDRINA,PR,Sul,BELL HELICOPTER,206B
139,Ocorrência Anormal,2015-02-27,BELO HORIZONTE,MG,Sudeste,PIPER AIRCRAFT,PA-34-220T
138,Incidente,2015-02-27,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A320-214
136,Acidente,2015-02-16,GOIOERÊ,PR,Sul,FRANCISCO ALBINO DA SILVA,P2002 SIERRA RG
135,Acidente,2015-02-19,BUENO BRANDÃO,MG,Sudeste,CESSNA AIRCRAFT,182P
137,Incidente,2015-02-19,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,AIRBUS S.A.S.,A318-122
134,Incidente Grave,2015-02-25,PORTO ALEGRE,RS,Sul,PIPER AIRCRAFT,PA-28-140
133,Incidente Grave,2015-02-24,MACAÉ,RJ,Sudeste,AGUSTA,AB139
132,Incidente,2015-02-16,RIO DE JANEIRO,RJ,Sudeste,CESSNA AIRCRAFT,170
131,Acidente,2015-02-26,RIO DE JANEIRO,RJ,Sudeste,ROBINSON HELICOPTER,R22
130,Acidente,2015-02-22,PORTO BELO,SC,Sul,CIRRUS DESIGN,SR22
129,Acidente,2015-02-22,UIRAMUTÃ,RR,Norte,CESSNA AIRCRAFT,U206F
128,Incidente,2015-01-11,BRASILIA,DF,Centro-Oeste,FOKKER,F28MK0100
127,Incidente,2015-02-16,ALCÂNTARA,MA,Nordeste,RUBEM ROCHA SANTANA,RV-10
27103,Acidente,2021-02-12,SÃO DESIDÉRIO,BA,Nordeste,AIR TRACTOR,AT-502B
126,Incidente,2015-02-05,BRASÍLIA,DF,Centro-Oeste,RAYTHEON AIRCRAFT,400A
26743,Incidente,2021-01-06,BOA VISTA,RR,Norte,BEECH AIRCRAFT,B200
26964,Acidente,2021-01-28,ALMEIRIM,PA,Norte,CESSNA AIRCRAFT,210L
27103,Acidente,2021-02-12,SÃO DESIDÉRIO,BA,Nordeste,AIR TRACTOR,AT-502B
26764,Incidente,2021-01-20,SALVADOR,BA,Nordeste,AIRBUS S.A.S.,A320-251N
26765,Incidente,2021-01-19,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A320-214
26963,Acidente,2021-02-04,BARREIRAS,BA,Nordeste,DIAMOND AIRCRAFT,DA 62
624,Incidente,2010-01-31,,GO,Centro-Oeste,AERO BOERO,AB-115
624,Incidente,2010-01-31,,GO,Centro-Oeste,AERO BOERO,AB-115
26963,Acidente,2021-02-04,BARREIRAS,BA,Nordeste,DIAMOND AIRCRAFT,DA 62
26965,Incidente,2021-01-30,CAMPINAS,SP,Sudeste,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A
26966,Incidente,2021-01-31,MONTES CLAROS,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
623,Ocorrência Anormal,2010-01-30,,MA,Nordeste,AIRBUS S.A.S.,A320-231
622,Ocorrência Anormal,2010-01-30,,RN,Nordeste,AIRBUS S.A.S.,A321-231
27163,Incidente,2021-02-20,MACEIÓ,AL,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
27164,Incidente,2021-02-19,SALVADOR,BA,Nordeste,BOEING COMPANY,737-8EH
27183,Incidente,2021-02-23,PORTO ALEGRE,RS,Sul,AIRBUS S.A.S.,A320-214
621,Incidente,2010-01-29,,Exterior,,AIRBUS S.A.S.,A320-231
620,Ocorrência Anormal,2010-01-29,,PA,Norte,AIRBUS S.A.S.,A320-232
619,Ocorrência Anormal,2010-01-29,,SC,Sul,AIRBUS S.A.S.,A319-132
618,Incidente Grave,2010-01-28,,SC,Sul,NEIVA,EMB-202
617,Ocorrência Anormal,2010-01-28,,RS,Sul,AIRBUS S.A.S.,A320-231
616,Incidente,2010-01-28,,PA,Norte,BOEING COMPANY,757-225
615,Ocorrência de Solo,2010-01-27,,MG,Sudeste,PIPER AIRCRAFT,PA-31-350
614,Acidente,2010-01-27,,SP,Sudeste,EMBRAER,EMB-810C
613,Ocorrência Anormal,2010-01-27,,MA,Nordeste,AIRBUS S.A.S.,A320-232
612,Acidente,2010-01-26,,SP,Sudeste,ROBINSON HELICOPTER,R44
611,Ocorrência Anormal,2010-01-26,,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-42-300
610,Incidente Grave,2010-01-26,,TO,Norte,BEECH AIRCRAFT,F33A
609,Ocorrência Anormal,2010-01-26,,BA,Nordeste,AIRBUS S.A.S.,A320-214
608,Incidente,2010-01-26,,PA,Norte,AEROMOT,AMT-600
607,Acidente,2010-01-25,,PA,Norte,EMBRAER,EMB-110
606,Incidente,2010-01-25,,SP,Sudeste,AIRBUS S.A.S.,A321-231
605,Acidente,2010-01-24,CASIMIRO DE ABREU,RJ,Sudeste,,MISTRAL 582C
604,Incidente Grave,2010-01-23,,PR,Sul,PIPER AIRCRAFT,PA-31T1
604,Incidente Grave,2010-01-23,,PR,Sul,PIPER AIRCRAFT,PA-31T1
360,Incidente,2015-07-20,SÃO PAULO,SP,Sudeste,ROBINSON HELICOPTER,R22 BETA
359,Incidente,2015-07-19,CONFINS,MG,Sudeste,BOEING COMPANY,737-8EH
358,Ocorrência Anormal,2015-07-20,MANAUS,AM,Norte,AEROSPATIALE AND ALENIA,ATR-42-320
357,Incidente,2015-07-18,SALVADOR,BA,Nordeste,EMBRAER,EMB-810D
356,Acidente,2015-07-14,ITAITUBA,PA,Norte,CESSNA AIRCRAFT,210R
355,Acidente,2015-07-10,CHAPADA DOS GUIMARÃES,MT,Centro-Oeste,NEIVA,EMB-202
354,Incidente,2015-07-10,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,EMBRAER,ERJ 190-200 IGW
353,Acidente,2015-06-21,CRUZ ALTA,RS,Sul,TACILLO JACOB FROHLICH,D3
352,Ocorrência Anormal,2015-06-23,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-200 IGW
351,Incidente,2015-06-25,SÃO PAULO,SP,Sudeste,PIPER AIRCRAFT,PA-31
349,Acidente,2015-09-13,ITAPIPOCA,CE,Nordeste,COSTRUZIONI AERONAUTICHE TECNAM S.R.L.,P2002 SIERRA DELUXE
350,Acidente,2015-06-17,PIRACICABA,SP,Sudeste,AMERICAN CHAMPION,8KCAB
350,Acidente,2015-06-17,PIRACICABA,SP,Sudeste,AMERICAN CHAMPION,8KCAB
348,Acidente,2015-09-13,BELÉM,PA,Norte,INPAER INDÚSTRIA PAULISTA DE AERONÁUTICA,CONQUEST 180 LSA
347,Incidente,2015-09-11,SALVADOR,BA,Nordeste,AIRBUS S.A.S.,A318-122
346,Ocorrência de Solo,2015-09-08,JUNDIAÍ,SP,Sudeste,LEARJET,25C
119,Ocorrência Anormal,2015-03-20,FEIRA DE SANTANA,BA,Nordeste,EMBRAER,ERJ 190-100 LR
118,Ocorrência Anormal,2015-03-23,BRASÍLIA,DF,Centro-Oeste,EMBRAER,ERJ 190-200 IGW
117,Incidente,2015-02-11,CAMPINAS,SP,Sudeste,HELIBRAS,AS 350 B2
116,Incidente,2015-02-07,RIO DE JANEIRO,RJ,Sudeste,CESSNA AIRCRAFT,170B
115,Acidente,2015-02-07,BALSAS,MA,Nordeste,NEIVA,EMB-202
124,Incidente Grave,2015-02-03,SÃO MIGUEL DO IGUAÇU,PR,Sul,JOAO L TEIXEIRA,PARADISE I
114,Acidente,2015-02-05,TAPIRA,PR,Sul,NEIVA,EMB-201A
125,Incidente Grave,2015-02-04,ASSIS CHATEAUBRIAN,PR,Sul,MAULE AIRCRAFT,MXT-7-180
123,Ocorrência Anormal,2015-02-01,JAGUAPITÃ,PR,Sul,CESSNA AIRCRAFT,152
122,Ocorrência Anormal,2015-03-05,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A320-232
121,Acidente,2015-03-04,CHAVES,PA,Norte,CESSNA AIRCRAFT,210L
120,Acidente,2015-03-02,AMAPORÃ,PR,Sul,,
113,Incidente,2015-01-27,CAMPINAS,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
26867,Incidente,2021-01-26,VITÓRIA,ES,Sudeste,DIAMOND AIRCRAFT,DA 62
26883,Incidente Grave,2021-01-25,SORRISO,MT,Centro-Oeste,NEIVA,EMB-202A
26643,Incidente,2021-01-11,GUARULHOS,SP,Sudeste,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A
26826,Incidente,2021-01-24,CAMPINAS,SP,Sudeste,YABORA INDUSTRIA AERONAUTICA S.A,ERJ 190-400
26843,Incidente,2021-01-23,CAMPINAS,SP,Sudeste,CIA AERONAUTICA PAULISTA,CAP-4
26844,Acidente,2021-01-22,LEME,SP,Sudeste,NEIVA,EMB-202A
26845,Incidente,2021-01-21,CAMPO GRANDE,MS,Centro-Oeste,AIRBUS S.A.S.,A320-214
26863,Acidente,2021-01-25,FOZ DO IGUAÇU,PR,Sul,PIPER AIRCRAFT,PA-34-220T
26863,Acidente,2021-01-25,FOZ DO IGUAÇU,PR,Sul,PIPER AIRCRAFT,PA-34-220T
26865,Incidente,2021-01-23,DIVINÓPOLIS,MG,Sudeste,JOSE ALBERGARIA,MXP-740
26868,Incidente,2020-12-31,RIO DE JANEIRO,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
26869,Incidente,2021-01-08,BELO HORIZONTE,MG,Sudeste,PIPER AIRCRAFT,PA-34-220T
26870,Acidente,2021-01-24,PORTO NACIONAL,TO,Norte,BEECH AIRCRAFT,95-B55
26883,Incidente Grave,2021-01-25,SORRISO,MT,Centro-Oeste,NEIVA,EMB-202A
603,Acidente,2010-01-23,,MT,Centro-Oeste,CESSNA AIRCRAFT,210N
602,Incidente,2010-01-23,,RJ,Sudeste,AIRBUS S.A.S.,A320-214
601,Ocorrência Anormal,2010-01-22,,SP,Sudeste,AIRBUS S.A.S.,A319-132
600,Ocorrência de Solo,2010-01-22,,RJ,Sudeste,BOEING COMPANY,737-86N
599,Ocorrência Anormal,2010-01-21,,PA,Norte,AIRBUS S.A.S.,A320-214
597,Ocorrência Anormal,2010-01-20,,CE,Nordeste,AIRBUS S.A.S.,A321-231
598,Incidente,2010-01-21,,SP,Sudeste,HAWKER BEECHCRAFT,B200GT
596,Ocorrência Anormal,2010-01-20,,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-42-300
595,Ocorrência Anormal,2010-01-20,,SP,Sudeste,AIRBUS S.A.S.,A320-214
594,Incidente,2010-01-20,,SP,Sudeste,CIRRUS DESIGN,SR22
593,Incidente,2010-01-20,,MG,Sudeste,PILATUS,PC-12/47
592,Acidente,2010-01-19,,PR,Sul,CESSNA AIRCRAFT,A188B
591,Incidente,2010-01-19,,RS,Sul,FOKKER,F28MK0100
590,Incidente,2010-01-19,,RJ,Sudeste,BEECH AIRCRAFT,200
589,Ocorrência Anormal,2010-01-18,,AM,Norte,AIRBUS S.A.S.,A320-232
588,Ocorrência Anormal,2010-01-18,,SP,Sudeste,AIRBUS S.A.S.,A319-132
587,Incidente,2010-01-17,,RJ,Sudeste,BOEING COMPANY,737-33A
586,Ocorrência Anormal,2010-01-17,,ES,Sudeste,AIRBUS S.A.S.,A320-214
585,Ocorrência Anormal,2010-01-17,,BA,Nordeste,AIRBUS S.A.S.,A320-232
584,Incidente,2010-01-15,,AM,Norte,EMBRAER,EMB-810C
583,Incidente,2010-01-15,,SP,Sudeste,NEIVA,EMB-712
345,Incidente,2015-06-14,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-200 IGW
344,Incidente,2015-06-11,PORTEL,PA,Norte,CESSNA AIRCRAFT,208B
337,Incidente,2015-08-31,FLORIANÓPOLIS,SC,Sul,CESSNA AIRCRAFT,152
343,Incidente,2015-06-15,PORTO ALEGRE,RS,Sul,EMBRAER,EMB-810D
342,Incidente,2015-06-17,SÃO JOSÉ DOS PINHAIS,PR,Sul,NEIVA,EMB-712
340,Incidente,2015-09-01,JUNDIAÍ,SP,Sudeste,PIPER AIRCRAFT,PA-34-220T
339,Acidente,2015-08-30,SÃO FELIX DO XINGU,PA,Norte,NEIVA,EMB-721C
338,Acidente,2015-08-30,MARIÁPOLIS,SP,Sudeste,CESSNA AIRCRAFT,T210N
336,Ocorrência Anormal,2015-07-21,FOZ DO IGUAÇU,PR,Sul,SOCATA,TBM700N
335,Incidente,2015-07-11,SÃO PAULO,SP,Sudeste,NEIVA,EMB-810D
334,Incidente,2015-07-12,CORUMBÁ,MS,Centro-Oeste,AEROSPATIALE AND ALENIA,ATR-72-212A
333,Incidente,2015-07-11,GUARULHOS,SP,Sudeste,BOEING COMPANY,727-264
332,Ocorrência Anormal,2015-07-09,GUARULHOS,SP,Sudeste,FOKKER,F28MK0100
331,Acidente,2015-07-14,TUMIRITINGA,MG,Sudeste,FLYER LTDA,PELICAN 500BR
112,Incidente,2014-12-16,BELÉM,PA,Norte,BOEING COMPANY,727-214F
111,Incidente,2014-12-15,ITAJUBÁ,MG,Sudeste,HELIBRAS,AS 350 B3
110,Incidente,2015-12-08,BELO HORIZONTE,MG,Sudeste,HAWKER BEECHCRAFT,HAWKER 900XP
109,Incidente,2015-02-09,PORTO ALEGRE,RS,Sul,EMBRAER,ERJ 190-100 IGW
108,Incidente,2015-02-02,FLORIANÓPOLIS,SC,Sul,CESSNA AIRCRAFT,152
107,Incidente,2015-01-30,ILHÉUS,BA,Nordeste,AEROBRAVO,SKYRANGER
106,Incidente,2015-01-23,GOIÂNIA,GO,Centro-Oeste,PIPER AIRCRAFT,PA-34-220T
105,Acidente,2015-01-08,BRASNORTE,MT,Centro-Oeste,NEIVA,EMB-201
104,Incidente,2015-02-08,CAMPINAS,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
103,Incidente,2015-02-08,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A321-211
102,Ocorrência Anormal,2015-02-07,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-200 IGW
101,Acidente,2015-02-07,TAPES,RS,Sul,CESSNA AIRCRAFT,A188
100,Incidente,2015-02-06,SÃO PAULO,SP,Sudeste,PILATUS,PC-12/47E
26703,Acidente,2020-12-28,RIO PARANAÍBA,MG,Sudeste,PIPER AIRCRAFT,PA-25-235
26606,Incidente,2021-01-08,GUARULHOS,SP,Sudeste,AIRBUS S.A.S.,A320-214
26824,Incidente Grave,2021-01-19,CURITIBA,PR,Sul,CESSNA AIRCRAFT,208B
26903,Incidente Grave,2021-01-28,FRUTAL,MG,Sudeste,CESSNA AIRCRAFT,T188C
26904,Incidente Grave,2021-01-29,BRASÍLIA,DF,Centro-Oeste,ELDO COELHO DE CASTRO,P-56C
26824,Incidente Grave,2021-01-19,CURITIBA,PR,Sul,BOEING COMPANY,737-8EH
26825,Incidente,2021-01-21,JOINVILLE,SC,Sul,EMBRAER,ERJ 190-200 LR
26827,Incidente,2021-01-21,RECIFE,PE,Nordeste,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A
27026,Incidente,2021-01-07,GOVERNADOR VALADARES,MG,Sudeste,NEIVA,EMB-721C
27027,Acidente,2021-02-06,FORTALEZA DOS VALOS,RS,Sul,AIR TRACTOR,AT-402A
27152,Incidente,2021-02-18,SÃO PAULO,SP,Sudeste,AIRBUS S.A.S.,A319-132
582,Acidente,2010-01-15,,AM,Norte,HELIBRAS,HB-350B
581,Incidente,2010-01-15,,BA,Nordeste,EMBRAER,EMB-820C NAVAJO
580,Ocorrência Anormal,2010-01-15,,MT,Centro-Oeste,AIRBUS S.A.S.,A320-232
579,Incidente,2010-09-09,,GO,Centro-Oeste,NEIVA,EMB-810D
578,Incidente,2010-09-09,,SC,Sul,AIRBUS S.A.S.,A320-214
577,Ocorrência Anormal,2010-09-08,,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
576,Incidente Grave,2010-09-08,,RS,Sul,AERO BOERO,AB-115
576,Incidente Grave,2010-09-08,,RS,Sul,AERO BOERO,AB-115
575,Ocorrência Anormal,2010-09-07,,PE,Nordeste,LEARJET,31A
574,Incidente,2010-08-11,,MA,Nordeste,AIRBUS S.A.S.,A320-232
573,Incidente,2010-08-11,,BA,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
572,Incidente Grave,2010-08-10,,RS,Sul,CHINCUL SACAIFI,PA-28R-201
571,Incidente,2010-08-10,,RJ,Sudeste,CESSNA AIRCRAFT,208B
570,Incidente,2010-08-10,,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-42-320
569,Incidente,2010-08-10,,PE,Nordeste,FOKKER,F28MK0100
568,Incidente,2010-07-07,,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-42-320
567,Incidente,2010-07-07,,SC,Sul,EMBRAER,ERJ 190-100 IGW
566,Ocorrência de Solo,2010-07-07,,MG,Sudeste,HAWKER BEECHCRAFT,C90GTI
565,Incidente Grave,2010-07-05,,MT,Centro-Oeste,NEIVA,EMB-810D
564,Incidente,2010-07-05,,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-42-320
563,Ocorrência Anormal,2010-05-28,,SC,Sul,AIRBUS S.A.S.,A319-112
562,Ocorrência Anormal,2010-05-27,,ES,Sudeste,AIRBUS S.A.S.,A320-214
561,Incidente,2010-05-26,,MA,Nordeste,NEIVA,EMB-712
560,Ocorrência Anormal,2010-05-26,,BA,Nordeste,CESSNA AIRCRAFT,402B
330,Incidente,2015-07-13,TERESINA,PI,Nordeste,FERNANDO SOARES GURGEL,RV-10
329,Acidente,2015-07-11,DIVINÓPOLIS,MG,Sudeste,,P 92 ECHO
328,Ocorrência Anormal,2015-07-10,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,EMBRAER,ERJ 190-200 IGW
327,Acidente,2015-06-13,NOVO HAMBURGO,RS,Sul,PIPER AIRCRAFT,PA-18
322,Incidente,2015-05-13,POÇOS DE CALDAS,MG,Sudeste,BEECH AIRCRAFT,A36
326,Incidente,2015-06-01,MANAUS,AM,Norte,,
325,Incidente,2015-06-02,CARAUARI,AM,Norte,AEROSPATIALE AND ALENIA,ATR-42-500
324,Acidente,2015-06-07,BELO HORIZONTE,MG,Sudeste,HAWKER BEECHCRAFT,C90GTI
323,Acidente,2015-05-09,NOVO PROGRESSO,PA,Norte,CESSNA AIRCRAFT,182J
321,Ocorrência Anormal,2015-05-14,RIO DE JANEIRO,RJ,Sudeste,EUROCOPTER FRANCE,EC 155 B1
320,Incidente Grave,2015-05-17,UMUARAMA,PR,Sul,NEIVA,EMB-711ST
319,Ocorrência Anormal,2015-05-09,CASCAVEL,PR,Sul,AEROSPATIALE AND ALENIA,ATR-72-212A
318,Incidente,2015-05-15,RECIFE,PE,Nordeste,FLYER LTDA,RV-9 A
98,Incidente,2015-01-30,UBERLÂNDIA,MG,Sudeste,AERO BOERO,AB-115
